1,235.654681
2,273.196501
3,225.922124
4,255.474988
5,279.141480
6,246.790167
7,262.425883
8,304.463536
9,260.415584
10,321.950765
11,306.804619
12,308.575457
13,270.506792
14,323.842062
15,234.824200
16,259.225952
17,287.952674
18,268.976207
19,317.975956
20,281.881830
